Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.579000473,10.72900009,10.8739996,9.718999863,8.468999863,8.505999565,8.362000465,7.676000118,6.872000217,6.282999992,6.742000103,6.368000031,5.928999901,5.394999981,5.032999992,4.782000065,4.376999855,4.234000206,5.56099987,5.210999966,5.080999851,5.221000195,5.656000137,6.073999882,6.059999943,5.737999916,5.460000038
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.400000095,3.599999905,4.300000191,3.535000086,4.347000122,5.281000137,5.149000168,5.522999763,4.697999954,4.686999798,4.006999969,4.848999977,4.777999878,5.834000111,5.627999783,5.243000031,4.857999802,4.127999783,5.301000118,4.820000172,4.56400013,4.864999771,5.335000038,5.619999886,5.72300005,6.109000206,6.193999767
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.011000156,4.956999779,4.877999783,4.763999939,4.638000011,4.518000126,6.586999893,7.232999802,5.232999802,11.80000019,10.89999962,10,9.199999809,8,7.300000191,6.599999905,6.300000191,5.900000095,5.699999809,5.599999905,5.400000095,5.199999809,4.96999979,4.909999847,4.960000038,5.072999954,5.195000172
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.605999947,1.590000033,1.570000052,1.58099997,1.577000022,1.580000043,1.608999968,1.628999949,1.633000016,1.649000049,1.656000018,1.661999941,1.661999941,1.662999988,1.659000039,1.654000044,1.639999986,1.633999944,1.620000005,1.610999942,1.598999977,1.590000033,1.582000017,1.567999959,1.61500001,1.598999977,1.649999976
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.986000061,6.702000141,8.076999664,9.647000313,9.338999748,9.482999802,8.956000328,9.32199955,8.649000168,6.585999966,6.177999973,6.909999847,7.679999828,7.362999916,8.43999958,8.24600029,7.458000183,6.975999832,7.907999992,8.291999817,7.139999866,7.541999817,8.425000191,8.522999763,8.482000351,8.255999565,8.288999557
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862999976,1.50999999,1.207000017,1.126999974,0.93599999,0.800999999,0.893999994,1.01699996,0.894999981,0.797999978,0.721000016,0.689999998,1.180999994,0.754999995,0.89200002,1.011999965,1.041000009,1.072999954,1.106999993,1.039999962,1.039999962,1.042999983,1.046000004,1.042999983,1.019999981,1.004999995,0.995000005
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.756000042,2.359999895,3.127000093,2.599999905,2.569999933,2.457000017,2.34800005,2.5,2.497999907,2.740999937,2.388000011,3.255000114,2.400000095,3.21600008,4,2.329999924,3.299999952,3.305999994,3.282000065,3.315999985,3.298000097,3.292999983,3.289999962,3.269000053,3.084000111,2.984999895,2.937000036
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.200000048,3.789999962,2.368999958,2.884000063,3.604000092,2.50999999,5.059999943,2.729000092,4.603000164,3.269999981,3.312999964,3.359999895,4.320000172,4.454999924,4.25,4.460999966,3.95600009,3.046000004,5,4.53000021,4.501999855,4.474999905,4.260000229,4.238999844,4.123000145,4.065999985,4.03399992
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37000084,13.77900028,21.39999962,20,15.69999981,13.5,13.69999981,12.19999981,14.10000038,16.21800041,19.92099953,18.11000061,13.7329998,12.0369997,10.08300018,8.951000214,6.877999783,5.610000134,6.816999912,10.27900028,11.26000023,12.27000046,12.94099998,11.42399979,9.142999649,8.001000404,8.145000458
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.363000035,1.358999968,1.350000024,1.335000038,1.330000043,1.338999987,1.406999946,1.417999983,1.425999999,1.421000004,1.43599999,1.388000011,1.389000058,1.378999949,1.345000029,1.366000056,1.360999942,1.337000012,1.304999948,1.129999995,1.230000019,1.200000048,1.197000027,1.18900001,1.230000019,1.281000018,1.33099997
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.30000019,14.80000019,13.10000038,13.82999992,11.10000038,11.5,9.800000191,7.650000095,7.800000191,7.604000092,6.900000095,9.100000381,10.84000015,10.19999981,10.19999981,7.599999905,7.880000114,8.180000305,14.25,14.32999992,14.52000046,14.02000046,16.20000076,16.18000031,16.07799911,15.31299973,14.69799995
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54999924,20.74300003,17.97500038,18.39299965,18.8579998,19.35700035,19.88800049,20.45899963,21.07999992,21.75499916,27.90500069,23.74600029,19.56200027,23.84600067,21.54999924,31.10000038,28.93000031,23.29999924,24.10000038,27.20000076,27.60000038,28.10000038,27.45000076,27.52000046,26.26000023,25.76099968,25.4489994
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646000028,0.646000028,0.629000008,0.632000029,0.629999995,0.628000021,0.742999971,0.708000004,0.637000024,0.675000012,0.660000026,0.665000021,0.689999998,0.744000018,0.717999995,0.725000024,0.708000004,0.725000024,0.899999976,0.699999988,0.675999999,0.619000018,0.513999999,0.492000014,0.510999978,0.529999971,0.541000009
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.799999952,5.629000187,9.800000191,11.10000038,12.5,13.80000019,12.69999981,14.30000019,12.80000019,10.75399971,9.100000381,10,10.10700035,10.2159996,10.97999954,9.399999619,8.5,8.199999809,12.85000038,13.23600006,13.63500023,14.27000046,11.68000031,11.60000038,9.970000267,11.0340004,11.51299953
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095,5.952000141,6,3.099999905,3.690000057,5.230000019,2.079999924,2.674000025,4.329999924,4.800000191,5.400000095,5.400000095,5.452000141,4.300000191,5.400000095,5.300000191,5.199999809,2.900000095,3.400000095,5.989999771,2.700000048,2.299999952,2.890000105,3.5,3.503000021,3.709000111,3.763000011
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21100044,11.57900047,10.98700047,10.60400009,9.907999992,11.1960001,11.58399963,14.74100018,14.67300034,13.97599983,12.5369997,13.04300022,13.67599964,12.87199974,11.36699963,11.49199963,10.85900021,9.572999954,9.729999542,8.487999916,7.78000021,7.352000237,7.131999969,6.811999798,8.520999908,11.45199966,12.35499954
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.10000038,22.89999962,25.60000038,23,19.70000076,14.69999981,14.60000038,12.30000019,10.39999962,9.300000191,9.800000191,10.30000019,11,9.800000191,9.100000381,8.699999809,7.400000095,8.100000381,10.02000046,10.68999958,11.19999981,11.60000038,11.55000019,12.17000008,11.35000038,11.38599968,11.34700012
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,4.693999767,4.669000149,4.635000229,4.34800005,4.117000103,3.900000095,3.684000015,3.463000059,3.24000001,3.051000118,2.868000031,2.696000099,2.532000065,2.372999907,2.22300005,2.085000038,1.957000017,1.837000012,1.722000003,1.720000029,1.697999954,1.67900002,1.657999992,1.860000014,1.995000005,2.078000069
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.601000071,2.907000065,3.270999908,2.125999928,1.368999958,1.59800005,3.517999887,1.399999976,1.399999976,1.699000001,1.899999976,1.863999963,1.799999952,2.5,3.059999943,3.099999905,3.700000048,3.740999937,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.384000063,2.361999989
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81999969,15.68099976,17.53700066,21.20000076,21.68700027,21.5,20.47800064,20.79999924,18.35400009,15.80000019,18.54000092,20.98399925,23.79999924,22.16399956,20.5170002,17.84000015,18.43499947,12.92399979,15.42399979,17.86000061,17.62100029,17.41399956,17.43099976,17.07500076,17.8560009,18.37299919,18.56500053
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.690000057,6.665999889,6.690999985,6.822999954,6.75,6.606999874,6.803999901,6.762000084,6.769000053,6.709000111,6.741000175,6.748000145,6.669000149,6.793000221,6.795000076,6.820000172,6.809999943,6.767000198,6.75,6.751999855,6.735000134,6.723999977,6.211999893,6.631999969,6.764999866,6.867000103,6.923999786
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30000019,11.19999981,11.39999962,10.39999962,9.5,9.600000381,9.100000381,8.300000191,7.599999905,6.800000191,7.199999809,7.699999809,7.599999905,7.199999809,6.800000191,6.300000191,6,6.099999905,8.300000191,8.100000381,7.5,7.300000191,7.099999905,6.900000095,6.900000095,7.072999954,7.127999783
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47312332,10.53930804,11.79313913,11.89189985,10.8339658,10.1379483,9.158065713,8.93547434,10.3741517,12.41644724,13.19767201,13.71283692,12.91394965,12.90939518,12.02272078,10.09224299,7.802845396,6.602426496,8.483959961,9.900794493,9.785720398,9.974589509,10.04196496,8.942656986,7.813039693,6.733904107,6.403979776
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77699995,2.811000109,3.717000008,3.878999949,3.326999903,3.704999924,4.203999996,3.596999884,3.144999981,2.665999889,2.49000001,2.924000025,4.116000175,4.315999985,4.436999798,4,3.65199995,3.349999905,4.116000175,4.544000149,4.037000179,4.18599987,4.388999939,4.535999775,4.548999786,4.583000183,4.581999779
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.486000061,9.368000031,9.524000168,8.93900013,8.758000374,8.838999748,8.491000175,8.538999557,8.520999908,8.357000351,8.82199955,8.897000313,8.881999969,8.458999634,8.633999825,8.479000092,8.467000008,9.343999863,10.48700047,8.911999702,9.218000412,9.552000046,9.23900032,8.925999641,8.847000122,8.68200016,8.673000336
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.300000191,4.400000095,4.5,5.900000095,4.699999809,6.326000214,6.118000031,6.336999893,9.812999725,9.161999702,9.128000259,8.944000244,8.496999741,8.81000042,8.00399971,7.68900013,7.136000156,7.796000004,9.68900013,8.142000198,7.118999958,6.43200016,5.93200016,6.389999866,6.212999821,6.565999985,6.778999805
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.889999866,4.389999866,4.329999924,4.340000153,4.550000191,4.590000153,4.599999905,4.730000019,4.699999809,4.53000021,4.53000021,4.409999847,4.300000191,4.300000191,4.139999866,4,3.75999999,4.360000134,4.290999889,4.199999809,4.340000153,4.46999979,4.539999962,4.592999935,4.585000038,4.605000019,4.639999866
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.986000061,9.116999626,9.369999886,9.152000427,9.255999565,9.312000275,9.279000282,9.272999763,9.213999748,9.149000168,9.18200016,9.147000313,9.152000427,9.199000359,9.211999893,9.210000038,9.217000008,9.234999657,9.251999855,9.237000465,9.138999939,9.399999619,9.394000053,9.376999855,9.340000153,9.32199955,9.305000305
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.282999992,5.300000191,5.308000088,5.323999882,4.255000114,8.100000381,8.109000206,8.119000435,6.138999939,6.486000061,7.5,5.921999931,5.999000072,5.136000156,4.400000095,3.654000044,2.900000095,3.20600009,3.510999918,4.110000134,4.109000206,4.104000092,4.104000092,4.09800005,4.366000175,4.506999969,4.592999935
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.565000057,3.552999973,3.535000086,3.585999966,3.648999929,3.618999958,3.582000017,3.611000061,3.614000082,3.586999893,3.631000042,3.66899991,3.690999985,3.701999903,3.700000048,3.696000099,3.701999903,3.701999903,3.677999973,3.703999996,3.700999975,3.698999882,3.704999924,3.707999945,3.665999889,3.635999918,3.598999977
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52099991,12.54899979,12.48999977,12.4090004,10.34500027,10.77799988,10.71899986,10.65799999,13.11699963,16.03300095,10.23600006,11.24300003,11.92500019,12.64299965,15.85499954,13.88000011,13.28899956,12.72000027,16.10000038,14.58500004,13.07400036,10,9.982000351,10.05599976,10.61800003,11.18700027,11.51000023
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11999989,9.43999958,7.800000191,8.25,8.699999809,11.81000042,12.10000038,15,20.10000038,20.5,15.03999996,15.63300037,14.18900013,13.71700001,11.86999989,11.69999981,11.20400047,11.27299976,12.06599998,11.83100033,10.8760004,10.43099976,9.696000099,9.152000427,8.953000069,9.871999741,10.45600033
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95000076,20.40099907,20.2140007,19.9470005,20.25099945,20.10499954,20.30999947,20.2310009,20.27499962,20.27099991,20.3409996,20.37100029,20.30900002,20.20100021,20.31399918,20.17000008,20.0890007,20.04000092,19.99600029,19.93000031,19.86100006,19.80800056,19.74900055,19.62599945,19.87899971,19.95700073,20.01399994
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14900017,11.09200001,11.09899998,11.02900028,10.99400043,10.94499969,10.94999981,10.96899986,11.05900002,11.0010004,11.0010004,11.01200008,11.08199978,11.04800034,11.06799984,11.10200024,11.05500031,10.93799973,10.70400047,10.67000008,10.65600014,10.52499962,10.44099998,10.38099957,10.46500015,10.52000046,10.53199959
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.373000145,3.927000046,3.953999996,4.045000076,5.176000118,6.162000179,5.681000233,5.327000141,5.894999981,5.081999779,5.914999962,6.334000111,6.558000088,6.390999794,6.571000099,5.739999771,4.489999771,4.781000137,7.712999821,8.916999817,10.30900002,10.17199993,9.380999565,9.619999886,9.612999916,8.998999596,8.55300045
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29038869,16.16433383,16.59587423,15.77106394,15.30150408,14.97953206,14.92476003,14.14079284,13.9442368,13.31168912,12.51376833,12.69476951,11.50294709,10.80880619,10.27982912,9.020686178,8.55957729,9.459420827,10.31590167,10.97829549,10.81049226,11.32376509,11.76414073,11.28233111,11.05303457,11.21290068,11.15735278
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.737999916,3.710000038,3.714999914,4.337999821,8.300000191,7.599999905,7.099999905,6.199999809,6.300000191,5.400000095,4.099999905,3.299999952,2.299999952,1.899999976,1.899999976,1.899999976,1.799999952,1.600000024,1.669999957,2.5,3.200000048,3.460000038,3.286999941,2.700000048,2.907000065,2.914999962,3.028000116
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.951000214,15.09700012,7.946000099,4.994999886,8.767000198,14.7130003,6.511000156,3.657000065,5.699999809,4.967000008,3.983999968,3.299000025,4.135000229,4.333000183,5.303999901,4.543000221,3.921999931,3.654999971,5.363999844,6.263000011,7.855999947,11.79500008,15.87100029,16.08799934,14.90799999,11.72799969,10.26500034
Czech Republic,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.269999981,3.302000046,4.320000172,4.296000004,4.024000168,3.894000053,4.270999908,5.903999805,8.48900032,8.762000084,7.991000175,7.019000053,7.544000149,8.210000038,7.927000046,7.147999763,5.320000172,4.392000198,6.662000179,7.278999805,6.710999966,6.978000164,6.953000069,6.107999802,5.046000004,4.045000076,3.927999973
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.316999912,6.322999954,7.675000191,8.727999687,8.157999992,8.824999809,9.862999916,9.788000107,8.854999542,7.916999817,7.772999763,8.482000351,9.779000282,10.72700024,11.16699982,10.25,8.657999992,7.525000095,7.742000103,6.96600008,5.823999882,5.379000187,5.230999947,4.980999947,4.624000072,4.31099987,4.157000065
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.087999821,7.124000072,7.008999825,7.048999786,6.995999813,6.96600008,6.971000195,6.962999821,6.972000122,6.915999889,6.900000095,6.885000229,6.850999832,6.816999912,6.798999786,6.806000233,6.801000118,6.804999828,6.736000061,6.736999989,6.738999844,6.657000065,6.604000092,6.56099987,6.598999977,6.605000019,6.600999832
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.098999977,9.027000427,10.71899986,8.036000252,6.992000103,6.843999863,5.400000095,5.039000034,5.140999794,4.475999832,4.164000034,4.274000168,5.397999763,5.203999996,4.829999924,3.897000074,3.801000118,3.434000015,6.006999969,7.464000225,7.572999954,7.526000023,6.997000217,6.589000225,6.168000221,6.051000118,6.025000095
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89999962,20.70000076,19.89999962,16.20000076,15.80000019,16.70000076,15.60000038,14.39999962,13.80000019,14.19999981,15.69999981,16.10000038,16.70000076,18.39999962,18,16.39999962,15.69999981,14.19999981,14.89999962,12.39999962,14.69999981,14.73999977,15.02000046,14.5,14.39700031,14.36299992,14.43500042
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60000038,23,23.20000076,24.39999962,27.89999962,29.34199905,25.43000031,25.67499924,25.93799973,29.77000046,27.29999924,25.89999962,23.70000076,17.70000076,15.30000019,12.30000019,13.80000019,11.30000019,10.15999985,9.960000038,10,10.97000027,9.819999695,10.60000038,11.0010004,11.22200012,11.36699963
